username,score,percentile
Myrasis,2.22,3.4509202453987733
nepdude,2.22,3.4509202453987733
nint8835,2.22,3.4509202453987733
pshyeahh,2.22,3.4509202453987733
uwuCat,2.22,3.4509202453987733
JustYahoo,2.23,3.472075312037233
ffcff7,2.23,3.472075312037233
BeyondLucidity,2.24,3.490585995345885
Dahei,2.24,3.490585995345885
Gentoxic,2.24,3.490585995345885
Theal,2.24,3.490585995345885
yaR03,2.24,3.490585995345885
0w0,2.25,3.5249629786333827
EZE,2.25,3.5249629786333827
Lamelita11,2.25,3.5249629786333827
Pakibu,2.25,3.5249629786333827
Pandrox,2.25,3.5249629786333827
fourstar,2.25,3.5249629786333827
pejelagarto,2.25,3.5249629786333827
yukinon,2.25,3.5249629786333827
DesisCatrc,2.26,3.5514068119314577
RenoDeGeneric,2.26,3.5514068119314577
Orf,2.27,3.55933996192088
Nekocandy,2.28,3.5778506452295327
Pocin,2.28,3.5778506452295327
Sass,2.28,3.5778506452295327
crimson,2.28,3.5778506452295327
dreamyrobot,2.28,3.5778506452295327
neok,2.28,3.5778506452295327
Rayuko,2.29,3.5990057118679926
ztgst,2.29,3.5990057118679926
Nraappa,2.3,3.61222762851703
chairr,2.3,3.61222762851703
swag100,2.3,3.61222762851703
Meisen,2.31,3.6228051618362596
Bernky,2.32,3.646604611804527
GustiRK,2.32,3.646604611804527
Osta,2.32,3.646604611804527
Tiana,2.32,3.646604611804527
Wof,2.32,3.646604611804527
antonchan,2.32,3.646604611804527
cryptiss,2.32,3.646604611804527
xirce,2.32,3.646604611804527
IConstableI,2.33,3.6704040617727944
Bonelessboi,2.34,3.6836259784218317
aayushman0,2.34,3.6836259784218317
okay,2.34,3.6836259784218317
ppmonkey123,2.34,3.6836259784218317
Flewrider,2.35,3.699492278400677
KmanYu,2.35,3.699492278400677
AlephNull,2.36,3.7180029617093298
KozyKat,2.36,3.7180029617093298
LeastPlanet,2.36,3.7180029617093298
SantiagoRm,2.36,3.7180029617093298
That70sDrip,2.36,3.7180029617093298
FlautistaMacabro,2.37,3.7444467950074043
MaXuS,2.37,3.7444467950074043
Rydan,2.37,3.7444467950074043
Vae,2.37,3.7444467950074043
qfwfq,2.37,3.7444467950074043
Frsty,2.38,3.7682462449756717
TerrariaGod,2.38,3.7682462449756717
greeto,2.38,3.7682462449756717
mentalistfp,2.38,3.7682462449756717
CuteKitten,2.39,3.7867569282843236
sevarti,2.39,3.7867569282843236
yotsuba,2.39,3.7867569282843236
Yoxide,2.4,3.799978844933362
elpix,2.4,3.799978844933362
XxkennethxX,2.41,3.8105563782525915
hecko,2.41,3.8105563782525915
CorruptS,2.42,3.8370002115506665
GalaxyTails,2.42,3.8370002115506665
Janjaum,2.42,3.8370002115506665
LoboKarma,2.42,3.8370002115506665
ManWithAMiss1,2.42,3.8370002115506665
PuRpL3,2.42,3.8370002115506665
Zuuikakuu,2.42,3.8370002115506665
packa,2.42,3.8370002115506665
HealGirl,2.43,3.868732811508356
Kizolf,2.43,3.868732811508356
embermint,2.43,3.868732811508356
m3lo,2.43,3.868732811508356
Atom,2.44,3.900465411466046
ChomboMann,2.44,3.900465411466046
CookiesNCream,2.44,3.900465411466046
HZhousTextbook,2.44,3.900465411466046
IAmBlobish,2.44,3.900465411466046
MelZee,2.44,3.900465411466046
RiZo,2.44,3.900465411466046
raspberryism,2.44,3.900465411466046
ExplosiveFlazer,2.45,3.9269092447641207
KillerQueen,2.45,3.9269092447641207
CopyKuch3n,2.46,3.950708694732388
